STATION,NAME,DATE,MLY-DUTR-NORMAL,MLY-DUTR-STDDEV,MLY-PRCP-25PCTL,MLY-PRCP-50PCTL,MLY-PRCP-75PCTL,MLY-PRCP-AVGNDS-GE001HI,MLY-PRCP-AVGNDS-GE010HI,MLY-PRCP-AVGNDS-GE050HI,MLY-PRCP-AVGNDS-GE100HI,MLY-PRCP-NORMAL
USC00307035,"RHINEBECK 4 SE, NY US",3,26.8,3.2,2.72,4.08,5.29,11.6,8.2,3.1,1.1,4.11
USC00307035,"RHINEBECK 4 SE, NY US",4,29.2,3.9,2.67,3.41,4.3,10.9,6.7,2.8,0.8,3.83
USC00307035,"RHINEBECK 4 SE, NY US",5,29.0,2.2,2.9,3.5,5.52,12.5,8.2,2.4,0.8,4.27
USC00307035,"RHINEBECK 4 SE, NY US",6,28.4,3.2,1.75,3.12,4.77,11.0,7.5,2.7,1.2,3.55
USC00307035,"RHINEBECK 4 SE, NY US",8,27.8,2.4,2.83,4.03,5.17,10.5,7.6,3.1,1.2,4.03
USC00307035,"RHINEBECK 4 SE, NY US",9,29.0,2.1,1.85,3.32,5.41,10.0,6.6,3.2,1.0,3.95
USC00307035,"RHINEBECK 4 SE, NY US",10,28.9,2.2,2.11,4.56,5.53,9.8,6.4,3.3,1.3,4.45
USC00307035,"RHINEBECK 4 SE, NY US",11,25.8,2.7,2.79,3.69,5.11,10.8,6.8,2.8,1.0,3.75
USC00307035,"RHINEBECK 4 SE, NY US",12,24.6,2.3,2.15,4.13,5.78,11.1,7.9,3.5,1.7,4.36
USC00301974,"DANSVILLE, NY US",1,17.6,2.0,0.8,1.48,1.8,12.4,4.5,0.7,0.1,1.43
USC00301974,"DANSVILLE, NY US",2,19.4,2.6,0.94,1.35,1.7,9.3,3.9,0.5,0.1,1.35
USC00301974,"DANSVILLE, NY US",3,20.8,2.5,1.26,1.93,2.26,11.1,4.9,1.0,0.2,1.91
USC00301974,"DANSVILLE, NY US",4,23.1,2.7,1.55,2.98,3.48,11.2,6.6,1.2,0.3,2.6
USC00301974,"DANSVILLE, NY US",5,25.2,2.4,1.7,2.46,3.55,12.2,7.4,2.0,0.1,2.83
USC00301974,"DANSVILLE, NY US",6,24.0,2.6,2.3,3.63,4.51,12.0,8.2,2.3,0.5,3.48
USC00301974,"DANSVILLE, NY US",7,23.4,2.0,2.57,3.83,4.68,10.6,8.0,2.6,0.9,3.9
USC00301974,"DANSVILLE, NY US",8,23.4,1.7,2.15,3.12,4.27,10.7,7.2,2.3,0.9,3.33
USC00301974,"DANSVILLE, NY US",10,22.7,2.3,1.9,2.49,3.59,12.0,7.3,1.6,0.4,2.77
USC00301974,"DANSVILLE, NY US",11,18.3,2.3,1.8,2.26,3.43,11.1,5.7,1.6,0.5,2.58
USC00306464,"PAVILION, NY US",1,17.3,2.5,1.5,2.01,2.43,14.9,5.3,0.5,0.0,2.03
USC00306464,"PAVILION, NY US",4,22.0,2.5,1.94,3.07,3.76,13.7,7.4,1.3,0.5,2.98
USC00306464,"PAVILION, NY US",5,23.7,2.0,1.79,2.44,3.63,11.2,7.3,2.0,0.3,3.05
USC00306464,"PAVILION, NY US",6,22.2,2.7,2.3,3.75,4.74,11.6,7.5,2.0,1.0,3.62
USC00306464,"PAVILION, NY US",7,22.5,3.1,2.75,3.81,5.26,11.6,8.3,3.4,0.9,3.99
USC00306464,"PAVILION, NY US",8,22.3,2.1,2.86,3.31,3.78,11.2,7.9,2.4,0.5,3.5
USC00306464,"PAVILION, NY US",9,22.4,2.9,2.76,3.29,4.17,12.3,7.6,1.8,0.4,3.48
USC00306464,"PAVILION, NY US",11,17.8,2.1,2.03,2.59,3.98,13.5,7.3,1.8,0.4,3.01
USC00306464,"PAVILION, NY US",12,14.9,2.8,1.93,2.62,3.54,16.8,7.9,1.2,0.2,2.66
USC00305377,"MINEOLA, NY US",1,13.4,1.6,2.32,3.27,4.59,10.0,6.4,2.3,0.8,3.62
USC00305377,"MINEOLA, NY US",2,14.9,2.0,2.05,2.95,3.57,9.2,5.9,2.1,0.6,3.04
USC00305377,"MINEOLA, NY US",3,16.3,1.9,2.8,4.04,5.06,10.0,7.0,3.0,1.1,4.35
USC00305377,"MINEOLA, NY US",4,18.1,1.8,2.81,3.81,5.59,10.5,6.9,2.7,1.2,4.15
USC00305377,"MINEOLA, NY US",5,19.0,1.9,2.69,3.45,4.26,10.5,7.0,2.7,1.0,3.9
USC00305377,"MINEOLA, NY US",6,18.8,1.9,2.08,3.53,5.23,9.7,6.2,2.4,0.9,3.85
USC00305377,"MINEOLA, NY US",7,18.5,2.1,3.05,4.41,5.43,9.0,6.5,3.0,1.3,4.4
USC00305377,"MINEOLA, NY US",8,18.0,1.8,2.41,3.69,5.31,8.5,5.8,2.4,0.9,3.72
USC00305377,"MINEOLA, NY US",9,17.7,1.7,2.72,3.8,4.92,7.6,5.4,2.8,1.0,3.91
USC00305377,"MINEOLA, NY US",10,17.3,1.8,1.7,3.56,5.41,7.8,5.7,2.6,1.1,4.08
USC00305377,"MINEOLA, NY US",12,13.6,1.3,2.43,3.74,4.99,10.0,6.9,2.7,0.9,3.82
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",1,14.1,1.7,,,,,,,,3.28
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",2,16.0,2.4,,,,,,,,2.45
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",3,16.7,1.8,,,,,,,,3.82
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",4,17.6,1.8,,,,,,,,4.34
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",5,17.5,1.8,,,,,,,,3.86
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",6,17.5,3.3,,,,,,,,3.62
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",7,15.0,1.5,,,,,,,,3.7
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",8,14.2,1.7,,,,,,,,4.01
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",9,15.2,1.9,,,,,,,,3.64
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",10,15.8,1.7,,,,,,,,3.93
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",11,15.0,1.7,,,,,,,,3.64
USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",12,13.8,1.1,,,,,,,,3.5
USC00301211,"CARMEL 4 N, NY US",1,17.7,,,,,,,,,3.54
USC00301211,"CARMEL 4 N, NY US",2,19.0,,,,,,,,,3.05
USC00301211,"CARMEL 4 N, NY US",4,20.6,,,,,,,,,4.07
USC00301211,"CARMEL 4 N, NY US",5,22.8,,,,,,,,,4.13
USC00301211,"CARMEL 4 N, NY US",6,19.4,,,,,,,,,4.46
USC00301211,"CARMEL 4 N, NY US",7,19.7,,,,,,,,,4.78
USC00301211,"CARMEL 4 N, NY US",8,19.0,,,,,,,,,4.53
USC00301211,"CARMEL 4 N, NY US",10,21.3,,,,,,,,,4.75
USC00301211,"CARMEL 4 N, NY US",11,18.2,,,,,,,,,4.23
USC00301211,"CARMEL 4 N, NY US",12,17.4,,,,,,,,,4.0
USC00308248,"STILLWATER RESERVOIR, NY US",1,22.4,3.4,2.53,3.15,4.03,19.3,10.8,1.6,0.2,3.4
USC00308248,"STILLWATER RESERVOIR, NY US",2,23.9,2.7,2.09,2.76,3.43,15.6,8.6,1.2,0.2,2.79
USC00308248,"STILLWATER RESERVOIR, NY US",3,23.5,2.7,2.15,3.16,3.96,14.4,9.3,1.6,0.3,3.14
USC00308248,"STILLWATER RESERVOIR, NY US",4,21.6,2.6,2.45,3.33,4.8,13.7,8.6,2.2,0.5,3.56
USC00308248,"STILLWATER RESERVOIR, NY US",5,22.1,2.0,2.68,3.47,5.8,13.4,9.3,2.7,0.6,4.24
USC00308248,"STILLWATER RESERVOIR, NY US",6,20.5,2.4,2.76,4.44,5.89,13.9,9.5,2.9,0.7,4.49
USC00308248,"STILLWATER RESERVOIR, NY US",7,19.7,1.8,3.41,4.35,6.05,12.5,8.7,3.3,1.1,4.85
USC00308248,"STILLWATER RESERVOIR, NY US",8,19.5,1.5,3.54,4.63,6.22,12.8,8.8,2.9,0.8,4.92
USC00308248,"STILLWATER RESERVOIR, NY US",9,19.3,1.9,3.89,4.75,5.97,12.0,8.9,3.7,1.2,4.95
USC00308248,"STILLWATER RESERVOIR, NY US",10,19.2,2.0,3.46,4.09,6.53,14.5,10.2,3.2,0.9,4.81
USC00308248,"STILLWATER RESERVOIR, NY US",11,16.3,2.2,4.04,4.28,5.11,16.7,11.3,2.7,0.6,4.58
USC00308248,"STILLWATER RESERVOIR, NY US",12,18.4,3.5,3.22,3.81,5.8,18.7,10.8,2.1,0.4,4.48
USC00306623,"PISECO, NY US",1,,,3.02,4.32,5.98,18.4,10.3,2.8,1.0,4.55
USC00306623,"PISECO, NY US",2,,,2.91,3.88,4.55,14.3,8.1,2.5,0.8,3.83
USC00306623,"PISECO, NY US",4,,,3.09,4.4,5.9,13.3,8.4,2.9,1.1,4.54
USC00306623,"PISECO, NY US",5,,,2.69,4.1,6.4,14.1,9.1,2.9,1.2,4.56
USC00306623,"PISECO, NY US",6,,,3.07,4.93,6.61,13.6,8.9,3.2,1.2,5.01
USC00306623,"PISECO, NY US",7,,,3.14,4.53,5.67,13.6,8.0,2.6,1.0,4.5
USC00306623,"PISECO, NY US",8,,,3.45,4.64,5.45,13.0,8.3,3.1,1.1,4.5
USC00306623,"PISECO, NY US",9,,,3.17,4.51,6.07,11.1,7.2,3.1,1.4,4.64
USC00306623,"PISECO, NY US",10,,,2.89,4.81,6.11,14.5,9.3,3.2,1.3,5.25
USC00306623,"PISECO, NY US",11,,,3.67,5.38,6.19,16.4,9.7,3.4,1.2,5.04
USC00306623,"PISECO, NY US",12,,,3.7,4.66,6.07,18.5,10.5,3.3,1.3,5.03
USC00307799,"SLIDE MOUNTAIN, NY US",2,16.4,1.8,2.51,3.09,4.13,12.4,7.1,2.8,1.0,3.92
USC00307799,"SLIDE MOUNTAIN, NY US",3,16.7,1.9,3.9,4.85,6.47,13.0,8.4,3.2,1.5,5.26
USC00307799,"SLIDE MOUNTAIN, NY US",4,17.7,2.1,3.07,4.42,6.05,12.7,8.2,3.0,1.3,5.3
USC00307799,"SLIDE MOUNTAIN, NY US",5,18.7,1.9,2.98,5.37,6.7,13.9,9.8,3.4,1.2,5.54
USC00307799,"SLIDE MOUNTAIN, NY US",6,17.2,2.1,3.6,5.05,7.11,13.8,8.8,3.5,1.2,5.47
USC00307799,"SLIDE MOUNTAIN, NY US",7,17.1,1.5,3.16,5.12,8.26,12.1,8.8,3.8,1.6,5.5
USC00307799,"SLIDE MOUNTAIN, NY US",8,17.0,1.6,3.3,4.77,6.19,11.8,7.9,3.6,1.5,5.0
USC00307799,"SLIDE MOUNTAIN, NY US",9,17.3,2.2,3.3,5.14,7.3,11.4,7.7,3.4,1.6,5.76
USC00307799,"SLIDE MOUNTAIN, NY US",10,17.0,1.8,2.93,5.44,7.13,12.2,7.9,3.4,1.9,5.95
USC00307799,"SLIDE MOUNTAIN, NY US",11,14.0,1.8,4.33,5.88,6.83,12.7,8.3,3.4,1.7,5.6
USC00307799,"SLIDE MOUNTAIN, NY US",12,13.0,1.6,3.41,4.25,6.99,13.9,8.2,3.6,1.3,5.05
USC00306745,"PORTAGEVILLE, NY US",1,,,1.17,2.2,2.83,14.5,6.7,1.0,0.2,2.24
USC00306745,"PORTAGEVILLE, NY US",3,,,1.83,2.45,3.43,12.2,6.7,1.4,0.3,2.49
USC00306745,"PORTAGEVILLE, NY US",5,,,1.78,2.71,3.72,12.9,7.7,2.0,0.4,3.08
USC00306745,"PORTAGEVILLE, NY US",6,,,2.2,3.66,5.17,13.4,8.5,2.6,0.6,3.74
USC00306745,"PORTAGEVILLE, NY US",7,,,2.07,3.51,4.83,12.4,7.8,2.7,0.7,3.74
USC00306745,"PORTAGEVILLE, NY US",8,,,2.31,3.03,4.5,11.4,7.3,2.2,0.6,3.41
USC00306745,"PORTAGEVILLE, NY US",9,,,2.85,3.76,4.54,12.7,7.7,2.2,0.7,3.73
USC00306745,"PORTAGEVILLE, NY US",10,,,2.15,2.78,3.58,14.0,7.8,1.8,0.4,3.11
USC00306745,"PORTAGEVILLE, NY US",11,,,1.95,2.75,3.84,13.8,7.3,1.7,0.5,2.97
USC00306745,"PORTAGEVILLE, NY US",12,,,1.96,2.52,3.11,14.1,8.0,1.1,0.2,2.58
USC00300085,"ALFRED, NY US",1,18.0,2.6,1.34,2.06,2.89,15.6,6.2,0.9,0.2,2.17
USC00300085,"ALFRED, NY US",2,21.2,3.1,1.22,1.57,2.1,11.9,6.4,0.7,-7777.0,1.76
USC00300085,"ALFRED, NY US",3,22.3,2.2,1.77,2.72,3.17,12.2,6.6,1.8,0.3,2.6
USC00300085,"ALFRED, NY US",4,24.4,2.6,1.94,3.11,4.01,12.9,7.8,1.7,0.3,3.08
USC00300085,"ALFRED, NY US",5,26.1,2.4,2.37,3.08,4.36,12.3,8.1,2.5,0.5,3.48
USC00300085,"ALFRED, NY US",6,24.5,3.2,2.5,4.4,6.13,12.3,8.3,3.0,0.7,4.41
USC00300085,"ALFRED, NY US",7,24.2,2.5,2.69,3.55,5.06,11.5,8.1,2.6,0.6,3.88
USC00300085,"ALFRED, NY US",10,22.7,2.7,2.29,2.92,3.71,13.1,7.6,1.9,0.5,3.35
USC00300085,"ALFRED, NY US",11,18.8,2.5,2.16,2.8,4.09,14.1,8.0,1.8,0.4,3.15
USC00300085,"ALFRED, NY US",12,16.4,2.6,2.06,2.72,3.3,14.6,6.9,1.2,0.2,2.66
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",1,14.9,,,,,,,,,1.64
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",2,17.1,,,,,,,,,2.1
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",5,21.9,,,,,,,,,3.17
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",6,20.4,,,,,,,,,3.1
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",8,19.3,,,,,,,,,3.2
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",9,19.3,,,,,,,,,3.67
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",10,18.2,,,,,,,,,3.09
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",11,16.2,,,,,,,,,3.5
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",12,13.3,,,,,,,,,2.99
USW00004725,"BINGHAMTON GREATER AP, NY US",1,13.0,1.6,1.69,2.24,3.11,15.7,5.8,1.2,0.3,2.45
USW00004725,"BINGHAMTON GREATER AP, NY US",2,14.6,2.0,1.56,1.95,3.23,13.1,5.8,1.1,0.2,2.31
USW00004725,"BINGHAMTON GREATER AP, NY US",3,16.5,2.0,1.91,2.99,3.63,14.6,7.3,1.9,0.3,2.99
USW00004725,"BINGHAMTON GREATER AP, NY US",4,18.3,1.9,2.29,3.0,4.22,13.4,7.5,2.1,0.4,3.43
USW00004725,"BINGHAMTON GREATER AP, NY US",5,19.4,1.6,1.99,3.39,5.0,13.7,8.0,2.3,0.5,3.57
USW00004725,"BINGHAMTON GREATER AP, NY US",7,18.2,1.6,2.2,3.62,4.92,11.8,7.5,2.6,0.9,3.7
USW00004725,"BINGHAMTON GREATER AP, NY US",8,18.2,1.7,2.46,3.14,4.28,10.6,6.6,2.3,0.7,3.45
USW00004725,"BINGHAMTON GREATER AP, NY US",9,17.7,2.3,2.5,3.34,4.55,11.1,6.4,2.3,0.8,3.63
USW00004725,"BINGHAMTON GREATER AP, NY US",10,16.7,1.7,2.15,3.21,4.33,12.5,6.6,2.1,0.8,3.33
USW00004725,"BINGHAMTON GREATER AP, NY US",11,13.7,1.6,2.13,3.21,4.35,14.6,7.0,2.0,0.5,3.3
USW00004725,"BINGHAMTON GREATER AP, NY US",12,12.1,1.8,2.03,2.48,3.16,15.5,6.8,1.6,0.2,2.83
USC00301966,"DANNEMORA, NY US",1,17.5,2.3,1.72,2.48,3.57,12.8,7.1,1.8,0.3,2.63
USC00301966,"DANNEMORA, NY US",3,18.1,2.0,2.07,2.44,3.02,10.8,7.6,1.4,0.2,2.53
USC00301966,"DANNEMORA, NY US",4,19.2,2.7,2.15,3.13,4.04,11.3,7.8,2.5,0.3,3.32
USC00301966,"DANNEMORA, NY US",5,20.4,2.0,2.24,3.44,4.85,14.1,9.4,2.5,0.3,3.57
USC00301966,"DANNEMORA, NY US",6,19.6,1.6,2.5,3.56,5.08,13.1,9.2,2.7,0.6,4.03
USC00301966,"DANNEMORA, NY US",8,19.1,1.3,3.19,4.19,5.98,12.7,8.8,3.6,0.9,4.4
USC00301966,"DANNEMORA, NY US",9,19.4,2.0,3.04,3.62,4.89,11.9,8.4,2.8,0.8,3.91
USC00301966,"DANNEMORA, NY US",10,17.5,1.8,2.85,3.68,5.21,13.8,9.6,2.6,0.7,4.14
USC00301966,"DANNEMORA, NY US",11,14.5,2.3,2.37,3.33,4.36,13.0,8.3,2.3,0.8,3.7
USC00301966,"DANNEMORA, NY US",12,15.5,2.7,1.64,2.56,3.78,12.9,7.7,1.9,0.3,2.99
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",1,15.7,1.5,,,,,,,,3.77
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",2,16.6,1.8,,,,,,,,3.08
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",4,18.3,1.7,,,,,,,,4.68
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",6,17.9,1.9,,,,,,,,4.16
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",8,16.6,1.6,,,,,,,,3.82
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",9,18.8,1.8,,,,,,,,3.62
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",10,19.6,2.3,,,,,,,,4.05
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",11,17.7,1.7,,,,,,,,3.86
USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",12,15.8,1.2,,,,,,,,3.8
USC00306196,"OLEAN, NY US",2,,,1.33,1.72,2.43,14.4,5.7,0.6,0.1,1.88
USC00306196,"OLEAN, NY US",3,,,1.63,2.6,3.28,14.4,7.4,1.2,0.3,2.59
USC00306196,"OLEAN, NY US",4,,,2.08,3.01,4.04,14.1,7.4,1.9,0.3,3.07
USC00306196,"OLEAN, NY US",5,,,1.98,3.04,4.55,13.6,8.3,2.3,0.6,3.56
USC00306196,"OLEAN, NY US",6,,,3.75,4.75,6.55,14.4,8.7,3.3,1.3,4.94
USC00306196,"OLEAN, NY US",7,,,2.89,4.03,5.22,12.8,8.3,2.9,1.0,4.31
USC00306196,"OLEAN, NY US",8,,,2.63,3.57,4.87,13.2,7.4,2.6,0.9,3.82
USC00306196,"OLEAN, NY US",9,,,2.5,3.6,4.78,13.1,7.3,2.4,0.8,3.71
USC00306196,"OLEAN, NY US",11,,,2.3,2.94,3.76,15.2,7.6,1.8,0.4,3.2
USC00306196,"OLEAN, NY US",12,,,2.12,2.6,3.54,18.0,8.2,1.2,0.3,3.03
USC00301168,"CANDOR 2 SE, NY US",1,,,1.45,2.28,3.32,11.8,6.5,1.5,0.1,2.36
USC00301168,"CANDOR 2 SE, NY US",2,,,1.49,1.97,2.93,9.8,5.9,1.3,0.2,2.24
USC00301168,"CANDOR 2 SE, NY US",3,,,1.9,2.91,3.6,10.8,6.7,1.8,0.5,2.9
USC00301168,"CANDOR 2 SE, NY US",4,,,1.96,2.98,4.3,11.0,7.2,2.1,0.5,3.27
USC00301168,"CANDOR 2 SE, NY US",5,,,2.01,3.16,4.39,11.8,8.0,2.1,0.6,3.44
USC00301168,"CANDOR 2 SE, NY US",7,,,2.48,3.2,5.38,11.1,7.9,2.7,0.7,3.79
USC00301168,"CANDOR 2 SE, NY US",8,,,2.62,3.55,4.63,10.1,7.4,2.6,1.0,3.83
USC00301168,"CANDOR 2 SE, NY US",9,,,2.57,3.46,5.14,10.4,7.3,2.4,0.9,3.9
USC00301168,"CANDOR 2 SE, NY US",12,,,1.91,2.37,3.65,11.6,7.0,1.6,0.4,2.75
USC00303346,"GOUVERNEUR 3 NW, NY US",1,21.9,3.0,1.65,2.36,2.97,15.5,6.5,1.1,0.2,2.38
USC00303346,"GOUVERNEUR 3 NW, NY US",2,23.6,3.3,1.68,1.92,2.33,11.9,5.4,1.1,0.2,2.0
USC00303346,"GOUVERNEUR 3 NW, NY US",3,22.2,2.3,1.28,2.09,2.81,11.8,5.8,1.1,0.1,2.2
USC00303346,"GOUVERNEUR 3 NW, NY US",4,22.0,3.1,2.0,2.72,3.72,11.7,7.4,1.7,0.3,2.93
USC00303346,"GOUVERNEUR 3 NW, NY US",5,23.8,2.7,2.24,2.6,4.29,12.1,7.6,2.3,0.4,3.15
USC00303346,"GOUVERNEUR 3 NW, NY US",6,22.7,2.2,2.02,2.9,4.73,11.7,7.3,2.2,0.7,3.46
USC00303346,"GOUVERNEUR 3 NW, NY US",7,22.8,2.7,2.22,3.43,4.58,10.7,7.1,2.6,0.8,3.58
USC00303346,"GOUVERNEUR 3 NW, NY US",8,23.4,2.2,2.42,3.33,4.45,10.1,6.6,2.2,0.7,3.42
USC00303346,"GOUVERNEUR 3 NW, NY US",9,24.2,2.8,2.59,3.68,4.7,11.2,7.6,2.2,0.9,3.91
USC00303346,"GOUVERNEUR 3 NW, NY US",10,21.8,2.5,3.0,3.86,5.38,12.7,8.6,2.8,0.9,4.13
USC00303346,"GOUVERNEUR 3 NW, NY US",11,18.5,2.2,2.65,3.72,4.52,14.4,8.6,2.4,0.5,3.73
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",1,15.7,2.1,1.58,2.43,3.04,19.1,7.2,1.1,0.2,2.5
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",2,16.6,2.5,1.55,1.98,2.46,16.0,6.3,0.9,0.1,2.07
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",3,18.1,2.1,2.04,2.8,3.76,15.8,7.3,1.9,0.2,2.95
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",4,20.6,2.1,1.89,3.24,4.09,14.0,8.1,2.1,0.3,3.19
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6,21.4,2.1,1.95,2.93,4.64,12.1,7.4,2.1,0.5,3.31
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7,20.6,1.7,2.56,3.46,4.28,11.3,7.0,2.7,0.7,3.78
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8,20.4,1.5,2.63,3.44,4.78,10.8,6.8,2.2,0.6,3.57
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10,18.8,1.6,2.26,3.22,4.11,14.2,8.0,2.0,0.8,3.44
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",11,15.6,2.2,2.93,3.22,4.17,16.7,8.7,1.8,0.4,3.53
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",12,14.1,2.3,2.19,3.03,3.89,18.6,8.1,1.6,0.5,3.22
USC00303983,"HORNELL ALMOND DAM, NY US",1,,,1.25,1.94,2.7,16.2,5.9,0.9,0.1,2.06
USC00303983,"HORNELL ALMOND DAM, NY US",2,,,1.22,1.63,2.12,12.3,5.4,0.8,0.1,1.73
USC00303983,"HORNELL ALMOND DAM, NY US",3,,,1.69,2.57,3.08,13.5,6.5,1.7,0.2,2.53
USC00303983,"HORNELL ALMOND DAM, NY US",4,,,1.79,3.48,3.94,14.1,7.6,1.9,0.3,3.09
USC00303983,"HORNELL ALMOND DAM, NY US",5,,,2.26,2.84,4.33,13.6,7.6,1.9,0.4,3.2
USC00303983,"HORNELL ALMOND DAM, NY US",6,,,2.41,4.42,6.18,13.2,8.4,2.8,0.7,4.28
USC00303983,"HORNELL ALMOND DAM, NY US",7,,,2.66,3.38,5.08,12.6,8.0,2.7,1.0,4.0
USC00303983,"HORNELL ALMOND DAM, NY US",8,,,2.31,2.9,4.16,11.6,7.1,2.1,0.7,3.59
USC00303983,"HORNELL ALMOND DAM, NY US",9,,,2.18,3.82,5.08,12.9,7.0,2.3,0.8,3.69
USC00303983,"HORNELL ALMOND DAM, NY US",10,,,2.05,2.68,4.29,13.9,7.4,1.8,0.5,3.15
USC00303983,"HORNELL ALMOND DAM, NY US",11,,,1.82,2.47,3.92,14.2,6.9,1.6,0.4,2.87
USC00303983,"HORNELL ALMOND DAM, NY US",12,,,1.6,2.23,2.96,15.6,6.3,1.2,0.1,2.35
USC00306356,"OWEGO 3 WSW, NY US",1,,,1.1,2.01,2.94,11.5,5.1,1.3,0.4,2.19
USC00306356,"OWEGO 3 WSW, NY US",2,,,1.26,1.76,2.78,10.6,5.3,1.2,0.2,2.07
USC00306356,"OWEGO 3 WSW, NY US",3,,,1.54,2.51,3.63,11.3,5.9,1.8,0.4,2.75
USC00306356,"OWEGO 3 WSW, NY US",5,,,2.05,3.0,4.43,12.0,7.3,1.9,0.4,3.3
USC00306356,"OWEGO 3 WSW, NY US",6,,,2.74,3.72,5.18,11.9,7.7,2.6,0.8,4.1
USC00306356,"OWEGO 3 WSW, NY US",7,,,2.15,3.05,4.69,10.8,7.3,2.5,0.7,3.49
USC00306356,"OWEGO 3 WSW, NY US",8,,,2.37,3.16,4.07,9.9,6.9,2.3,1.0,3.5
USC00306356,"OWEGO 3 WSW, NY US",9,,,2.32,3.05,4.6,10.3,6.5,1.9,0.8,3.4
USC00306356,"OWEGO 3 WSW, NY US",10,,,1.93,2.88,4.12,10.9,6.4,2.0,0.9,3.41
USC00306356,"OWEGO 3 WSW, NY US",11,,,2.49,3.15,4.37,12.2,6.7,2.2,0.8,3.4
USC00306356,"OWEGO 3 WSW, NY US",12,,,1.82,2.47,3.31,11.7,5.8,1.8,0.4,2.71
USC00307842,"SODUS, NY US",1,14.8,1.9,1.8,2.76,3.38,16.2,8.2,1.1,0.2,2.77
USC00307842,"SODUS, NY US",2,16.3,2.4,1.73,2.02,2.54,12.4,6.5,0.9,0.2,2.15
USC00307842,"SODUS, NY US",4,20.2,2.4,2.02,3.12,4.08,12.2,7.9,1.9,0.2,3.08
USC00307842,"SODUS, NY US",5,22.6,1.7,2.22,2.69,4.6,11.0,7.5,2.2,0.5,3.23
USC00307842,"SODUS, NY US",7,21.2,1.8,1.89,3.09,4.01,9.2,6.9,2.1,0.7,3.42
USC00307842,"SODUS, NY US",8,20.7,1.4,2.27,3.5,4.21,9.4,6.9,2.2,0.6,3.35
USC00307842,"SODUS, NY US",9,20.7,2.3,2.72,3.58,4.32,9.8,7.2,2.4,0.8,3.61
USC00307842,"SODUS, NY US",10,18.6,2.0,2.86,3.69,5.06,12.5,9.1,2.4,0.6,3.86
USC00307842,"SODUS, NY US",11,15.9,2.2,3.21,3.77,4.8,14.0,10.1,2.4,0.6,3.96
USC00307842,"SODUS, NY US",12,13.4,2.3,2.47,3.01,4.04,14.8,8.5,1.7,0.2,3.18
USC00300870,"BREWERTON LOCK 23, NY US",1,18.1,,2.63,3.48,3.99,17.7,10.3,2.1,0.5,3.37
USC00300870,"BREWERTON LOCK 23, NY US",2,20.3,,2.25,2.55,3.06,13.8,7.8,1.9,0.4,3.13
